name,album,year,artist,featured_artists,track_number,tracks_on_album,explicit,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature,album_image_url
48,Wolf,2013,"Tyler, The Creator",,8,18,1,247293,57,0.558,0.887,1,-8.083,1,0.265,0.132,0,0.89,0.537,119.91,audio_features,2wK7y55bzry7tUDmDqYaz7,spotify:track:2wK7y55bzry7tUDmDqYaz7,https://api.spotify.com/v1/tracks/2wK7y55bzry7tUDmDqYaz7,https://api.spotify.com/v1/audio-analysis/2wK7y55bzry7tUDmDqYaz7,4,https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0
Colossus,Wolf,2013,"Tyler, The Creator",,9,18,1,213320,62,0.442,0.6,2,-9.087,1,0.357,0.267,0,0.31,0.725,82.462,audio_features,5AnVuHLmgipXkFmBvj2Q6H,spotify:track:5AnVuHLmgipXkFmBvj2Q6H,https://api.spotify.com/v1/tracks/5AnVuHLmgipXkFmBvj2Q6H,https://api.spotify.com/v1/audio-analysis/5AnVuHLmgipXkFmBvj2Q6H,1,https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0
"PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean, feat. Laetitia Sadier, feat. Laetitia Sadier & Frank Ocean)",Wolf,2013,"Tyler, The Creator",Laetitia Sadier,10,18,1,438493,60,0.443,0.576,1,-8.695,0,0.201,0.0709,0.0197,0.41,0.127,151.835,audio_features,04QTBqa3IA4ZAKEuqRPzEH,spotify:track:04QTBqa3IA4ZAKEuqRPzEH,https://api.spotify.com/v1/tracks/04QTBqa3IA4ZAKEuqRPzEH,https://api.spotify.com/v1/audio-analysis/04QTBqa3IA4ZAKEuqRPzEH,4,https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0
IFHY (feat. Pharrell),Wolf,2013,"Tyler, The Creator",Pharrell Williams,11,18,1,319253,69,0.358,0.715,7,-6.181,1,0.331,0.197,0,0.581,0.275,85.478,audio_features,0NjW4SKY3gbfl2orl1p8hr,spotify:track:0NjW4SKY3gbfl2orl1p8hr,https://api.spotify.com/v1/tracks/0NjW4SKY3gbfl2orl1p8hr,https://api.spotify.com/v1/audio-analysis/0NjW4SKY3gbfl2orl1p8hr,4,https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0
Pigs,Wolf,2013,"Tyler, The Creator",,12,18,1,254733,51,0.406,0.734,1,-6.983,0,0.246,0.0275,0.000978,0.0768,0.488,80.208,audio_features,5L4n81Ecf8UE837uJkuoJJ,spotify:track:5L4n81Ecf8UE837uJkuoJJ,https://api.spotify.com/v1/tracks/5L4n81Ecf8UE837uJkuoJJ,https://api.spotify.com/v1/audio-analysis/5L4n81Ecf8UE837uJkuoJJ,4,https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0
Parking Lot (feat. Casey Veggies & Mike G),Wolf,2013,"Tyler, The Creator",Mike G,13,18,1,233907,49,0.548,0.511,11,-10.424,1,0.274,0.0979,0,0.661,0.483,80.747,audio_features,1UBLglX9fPtTBZSwJj4yVG,spotify:track:1UBLglX9fPtTBZSwJj4yVG,https://api.spotify.com/v1/tracks/1UBLglX9fPtTBZSwJj4yVG,https://api.spotify.com/v1/audio-analysis/1UBLglX9fPtTBZSwJj4yVG,4,https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0
Rusty (feat. Domo Genesis & Earl Sweatshirt),Wolf,2013,"Tyler, The Creator",Earl Sweatshirt,14,18,1,309693,55,0.503,0.677,11,-5.647,1,0.248,0.00529,0.00024,0.396,0.364,81.28,audio_features,4oQkcfukOHfKsmeoeXQLWC,spotify:track:4oQkcfukOHfKsmeoeXQLWC,https://api.spotify.com/v1/tracks/4oQkcfukOHfKsmeoeXQLWC,https://api.spotify.com/v1/audio-analysis/4oQkcfukOHfKsmeoeXQLWC,4,https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0
"Trashwang (feat. Na' kel, Jasper Dolphin, Lucas, L-Boy, Taco, Left Brain & Lee Spielman)",Wolf,2013,"Tyler, The Creator",Lee Spielman,15,18,1,282560,49,0.48,0.609,1,-7.251,0,0.299,0.00807,0,0.257,0.149,64.604,audio_features,2OaPyH3JLuft6iuNFHFJl0,spotify:track:2OaPyH3JLuft6iuNFHFJl0,https://api.spotify.com/v1/tracks/2OaPyH3JLuft6iuNFHFJl0,https://api.spotify.com/v1/audio-analysis/2OaPyH3JLuft6iuNFHFJl0,4,https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0
Treehome95 (feat. Coco O. & Erykah Badu),Wolf,2013,"Tyler, The Creator",Erykah Badu,16,18,1,180213,52,0.721,0.539,11,-8.726,1,0.362,0.217,0.00257,0.419,0.377,81.971,audio_features,2vLwhcsvRd1f2ETft1kWDN,spotify:track:2vLwhcsvRd1f2ETft1kWDN,https://api.spotify.com/v1/tracks/2vLwhcsvRd1f2ETft1kWDN,https://api.spotify.com/v1/audio-analysis/2vLwhcsvRd1f2ETft1kWDN,4,https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0
Tamale,Wolf,2013,"Tyler, The Creator",,17,18,1,166347,61,0.742,0.93,11,-7.207,1,0.0977,0.0557,0.000242,0.272,0.967,129.986,audio_features,60b6B2ULC85t4Y5IjZvP7A,spotify:track:60b6B2ULC85t4Y5IjZvP7A,https://api.spotify.com/v1/tracks/60b6B2ULC85t4Y5IjZvP7A,https://api.spotify.com/v1/audio-analysis/60b6B2ULC85t4Y5IjZvP7A,4,https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0
Lone,Wolf,2013,"Tyler, The Creator",,18,18,1,237107,51,0.362,0.761,2,-8.509,0,0.241,0.442,0,0.741,0.586,80.355,audio_features,6oVFpdtDzSgRLv8rUgFVUW,spotify:track:6oVFpdtDzSgRLv8rUgFVUW,https://api.spotify.com/v1/tracks/6oVFpdtDzSgRLv8rUgFVUW,https://api.spotify.com/v1/audio-analysis/6oVFpdtDzSgRLv8rUgFVUW,4,https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0
Humility (feat. George Benson),The Now Now,2018,Gorillaz,George Benson,1,11,0,197933,64,0.632,0.807,0,-5.893,1,0.126,0.144,0.0211,0.125,0.784,160.174,audio_features,3NeiYiBn3rQBgurfVk92Zm,spotify:track:3NeiYiBn3rQBgurfVk92Zm,https://api.spotify.com/v1/tracks/3NeiYiBn3rQBgurfVk92Zm,https://api.spotify.com/v1/audio-analysis/3NeiYiBn3rQBgurfVk92Zm,4,https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668
Tranz,The Now Now,2018,Gorillaz,,2,11,0,162627,64,0.649,0.883,7,-5.058,1,0.0306,0.0324,0.0185,0.0658,0.779,135.141,audio_features,7jYUaoOfdcYgUvkK8NnFfx,spotify:track:7jYUaoOfdcYgUvkK8NnFfx,https://api.spotify.com/v1/tracks/7jYUaoOfdcYgUvkK8NnFfx,https://api.spotify.com/v1/audio-analysis/7jYUaoOfdcYgUvkK8NnFfx,4,https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668
Hollywood (feat. Snoop Dogg & Jamie Principle),The Now Now,2018,Gorillaz,Jamie Principle,3,11,1,293493,57,0.685,0.631,7,-10.338,1,0.0926,0.0249,7.67E-05,0.211,0.72,104.126,audio_features,0P2Dxoy0mdzM9NlFQoLZbc,spotify:track:0P2Dxoy0mdzM9NlFQoLZbc,https://api.spotify.com/v1/tracks/0P2Dxoy0mdzM9NlFQoLZbc,https://api.spotify.com/v1/audio-analysis/0P2Dxoy0mdzM9NlFQoLZbc,4,https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668
Kansas,The Now Now,2018,Gorillaz,,4,11,0,248493,57,0.641,0.792,7,-6.453,1,0.0272,0.0725,0.513,0.175,0.67,87.069,audio_features,7FJ7lHtpbWvPKe3zCoeAWC,spotify:track:7FJ7lHtpbWvPKe3zCoeAWC,https://api.spotify.com/v1/tracks/7FJ7lHtpbWvPKe3zCoeAWC,https://api.spotify.com/v1/audio-analysis/7FJ7lHtpbWvPKe3zCoeAWC,4,https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668
Sorcererz,The Now Now,2018,Gorillaz,,5,11,0,180373,52,0.584,0.872,9,-6.636,0,0.0365,0.022,0.927,0.127,0.818,84.075,audio_features,0IJK096XrKQd14Q6fNqW0e,spotify:track:0IJK096XrKQd14Q6fNqW0e,https://api.spotify.com/v1/tracks/0IJK096XrKQd14Q6fNqW0e,https://api.spotify.com/v1/audio-analysis/0IJK096XrKQd14Q6fNqW0e,3,https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668
Idaho,The Now Now,2018,Gorillaz,,6,11,0,222200,49,0.419,0.412,6,-11.477,1,0.0284,0.294,0.185,0.15,0.164,136.065,audio_features,5r8c96Zn0ZNHRecVKpFf23,spotify:track:5r8c96Zn0ZNHRecVKpFf23,https://api.spotify.com/v1/tracks/5r8c96Zn0ZNHRecVKpFf23,https://api.spotify.com/v1/audio-analysis/5r8c96Zn0ZNHRecVKpFf23,4,https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668
Lake Zurich,The Now Now,2018,Gorillaz,,7,11,0,253627,55,0.618,0.886,2,-6.099,1,0.033,0.000108,0.881,0.0821,0.779,115.082,audio_features,0RC23Ua9z3HUD9ssrX2VGj,spotify:track:0RC23Ua9z3HUD9ssrX2VGj,https://api.spotify.com/v1/tracks/0RC23Ua9z3HUD9ssrX2VGj,https://api.spotify.com/v1/audio-analysis/0RC23Ua9z3HUD9ssrX2VGj,4,https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668
Magic City,The Now Now,2018,Gorillaz,,8,11,0,239613,56,0.599,0.869,7,-4.874,1,0.0277,0.214,0.129,0.108,0.637,90.088,audio_features,6zGTjEZ2zpLbl5Ij7vzTsi,spotify:track:6zGTjEZ2zpLbl5Ij7vzTsi,https://api.spotify.com/v1/tracks/6zGTjEZ2zpLbl5Ij7vzTsi,https://api.spotify.com/v1/audio-analysis/6zGTjEZ2zpLbl5Ij7vzTsi,4,https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668
Fire Flies,The Now Now,2018,Gorillaz,,9,11,0,233373,53,0.346,0.511,4,-10.022,0,0.044,0.278,0.0456,0.122,0.212,134.927,audio_features,4A5FLaZI3Ni5eT0c9fqi8F,spotify:track:4A5FLaZI3Ni5eT0c9fqi8F,https://api.spotify.com/v1/tracks/4A5FLaZI3Ni5eT0c9fqi8F,https://api.spotify.com/v1/audio-analysis/4A5FLaZI3Ni5eT0c9fqi8F,3,https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668
One Percent,The Now Now,2018,Gorillaz,,10,11,0,141360,48,0.502,0.5,9,-9.974,0,0.0246,0.918,0.806,0.18,0.283,103.538,audio_features,0YHqyIiqJ6QoKKLMDkbcbL,spotify:track:0YHqyIiqJ6QoKKLMDkbcbL,https://api.spotify.com/v1/tracks/0YHqyIiqJ6QoKKLMDkbcbL,https://api.spotify.com/v1/audio-analysis/0YHqyIiqJ6QoKKLMDkbcbL,4,https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668
Souk Eye,The Now Now,2018,Gorillaz,,11,11,0,274760,57,0.64,0.853,2,-7.996,0,0.031,0.43,0.711,0.156,0.829,124.122,audio_features,4fjzDf54eBNOlW45mNe14U,spotify:track:4fjzDf54eBNOlW45mNe14U,https://api.spotify.com/v1/tracks/4fjzDf54eBNOlW45mNe14U,https://api.spotify.com/v1/audio-analysis/4fjzDf54eBNOlW45mNe14U,4,https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668
Intro: I Switched My Robot Off,Humanz (Deluxe),2017,Gorillaz,,1,26,0,24013,6,0.352,0.788,2,-15.965,0,0.221,0.492,0.32,0.936,0.0269,121.249,audio_features,5pCCNkuE4nTvEjKl64U7UE,spotify:track:5pCCNkuE4nTvEjKl64U7UE,https://api.spotify.com/v1/tracks/5pCCNkuE4nTvEjKl64U7UE,https://api.spotify.com/v1/audio-analysis/5pCCNkuE4nTvEjKl64U7UE,3,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Ascension (feat. Vince Staples),Humanz (Deluxe),2017,Gorillaz,Vince Staples,2,26,1,155973,59,0.676,0.905,1,-2.569,1,0.147,0.594,0,0.154,0.519,152.186,audio_features,2bBMODHVTXGwE2aZYfbgCt,spotify:track:2bBMODHVTXGwE2aZYfbgCt,https://api.spotify.com/v1/tracks/2bBMODHVTXGwE2aZYfbgCt,https://api.spotify.com/v1/audio-analysis/2bBMODHVTXGwE2aZYfbgCt,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Strobelite (feat. Peven Everett),Humanz (Deluxe),2017,Gorillaz,Peven Everett,3,26,0,272667,57,0.64,0.864,4,-4.909,0,0.0869,0.0409,1.55E-06,0.136,0.497,105.107,audio_features,6XGddj522FQRHXEhBtjiJu,spotify:track:6XGddj522FQRHXEhBtjiJu,https://api.spotify.com/v1/tracks/6XGddj522FQRHXEhBtjiJu,https://api.spotify.com/v1/audio-analysis/6XGddj522FQRHXEhBtjiJu,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Saturnz Barz (feat. Popcaan),Humanz (Deluxe),2017,Gorillaz,Popcaan,4,26,0,181907,64,0.383,0.621,6,-5.878,0,0.113,0.0272,0,0.427,0.213,80.051,audio_features,7l9CE3wmEGOUYw1j4ETjnL,spotify:track:7l9CE3wmEGOUYw1j4ETjnL,https://api.spotify.com/v1/tracks/7l9CE3wmEGOUYw1j4ETjnL,https://api.spotify.com/v1/audio-analysis/7l9CE3wmEGOUYw1j4ETjnL,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Momentz (feat. De La Soul),Humanz (Deluxe),2017,Gorillaz,De La Soul,5,26,1,196907,55,0.781,0.98,0,-5.077,1,0.285,0.0549,2.74E-06,0.597,0.487,140.235,audio_features,2RCp9QBnFSxdKe8RD4xF8s,spotify:track:2RCp9QBnFSxdKe8RD4xF8s,https://api.spotify.com/v1/tracks/2RCp9QBnFSxdKe8RD4xF8s,https://api.spotify.com/v1/audio-analysis/2RCp9QBnFSxdKe8RD4xF8s,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Interlude: The Non-Conformist Oath,Humanz (Deluxe),2017,Gorillaz,,6,26,0,21733,3,0.474,0.88,4,-12.133,1,0.729,0.36,0,0.382,0.0881,90.137,audio_features,0SOFBIQK3vOn3y7Yq0Bwzx,spotify:track:0SOFBIQK3vOn3y7Yq0Bwzx,https://api.spotify.com/v1/tracks/0SOFBIQK3vOn3y7Yq0Bwzx,https://api.spotify.com/v1/audio-analysis/0SOFBIQK3vOn3y7Yq0Bwzx,5,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Submission (feat. Danny Brown & Kelela),Humanz (Deluxe),2017,Gorillaz,Kelela,7,26,0,201573,50,0.677,0.83,4,-3.96,1,0.0489,0.00697,0,0.134,0.612,137.997,audio_features,2W4yTO3qHdqyvbz2UxfIPh,spotify:track:2W4yTO3qHdqyvbz2UxfIPh,https://api.spotify.com/v1/tracks/2W4yTO3qHdqyvbz2UxfIPh,https://api.spotify.com/v1/audio-analysis/2W4yTO3qHdqyvbz2UxfIPh,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Charger (feat. Grace Jones),Humanz (Deluxe),2017,Gorillaz,Grace Jones,8,26,0,214387,54,0.574,0.741,0,-4.815,1,0.044,0.112,0.00362,0.347,0.511,138.041,audio_features,2CJ6CRzuRQd46asE1ucuVD,spotify:track:2CJ6CRzuRQd46asE1ucuVD,https://api.spotify.com/v1/tracks/2CJ6CRzuRQd46asE1ucuVD,https://api.spotify.com/v1/audio-analysis/2CJ6CRzuRQd46asE1ucuVD,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Interlude: Elevator Going Up,Humanz (Deluxe),2017,Gorillaz,,9,26,0,4853,0,0,0.441,10,-15.045,1,0,0,0,0,0,0,audio_features,5vN4teJoROMQoadL4IzejG,spotify:track:5vN4teJoROMQoadL4IzejG,https://api.spotify.com/v1/tracks/5vN4teJoROMQoadL4IzejG,https://api.spotify.com/v1/audio-analysis/5vN4teJoROMQoadL4IzejG,0,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Andromeda (feat. DRAM),Humanz (Deluxe),2017,Gorillaz,,10,26,0,197547,63,0.788,0.472,0,-9.021,1,0.0475,0.003,0.0322,0.59,0.257,130.084,audio_features,2C0KFbb4v9CNWR5c9jWcKC,spotify:track:2C0KFbb4v9CNWR5c9jWcKC,https://api.spotify.com/v1/tracks/2C0KFbb4v9CNWR5c9jWcKC,https://api.spotify.com/v1/audio-analysis/2C0KFbb4v9CNWR5c9jWcKC,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Busted and Blue,Humanz (Deluxe),2017,Gorillaz,,11,26,0,277053,57,0.183,0.458,2,-9.651,0,0.0459,0.876,0.776,0.355,0.0661,69.352,audio_features,04zxGiXcmNQ0m9oDXtwo18,spotify:track:04zxGiXcmNQ0m9oDXtwo18,https://api.spotify.com/v1/tracks/04zxGiXcmNQ0m9oDXtwo18,https://api.spotify.com/v1/audio-analysis/04zxGiXcmNQ0m9oDXtwo18,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Interlude: Talk Radio,Humanz (Deluxe),2017,Gorillaz,,12,26,0,19867,2,0.263,0.935,0,-7.934,1,0.143,0.778,7.19E-06,0.944,0.609,147.924,audio_features,5f0FCcrkvyhiRT5wynS0XN,spotify:track:5f0FCcrkvyhiRT5wynS0XN,https://api.spotify.com/v1/tracks/5f0FCcrkvyhiRT5wynS0XN,https://api.spotify.com/v1/audio-analysis/5f0FCcrkvyhiRT5wynS0XN,3,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Carnival (feat. Anthony Hamilton),Humanz (Deluxe),2017,Gorillaz,Anthony Hamilton,13,26,0,135947,46,0.481,0.693,4,-5.597,0,0.0791,0.00841,2.3E-05,0.773,0.635,80.946,audio_features,5KurnDXzOeIYOMQceYidu7,spotify:track:5KurnDXzOeIYOMQceYidu7,https://api.spotify.com/v1/tracks/5KurnDXzOeIYOMQceYidu7,https://api.spotify.com/v1/audio-analysis/5KurnDXzOeIYOMQceYidu7,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Let Me Out (feat. Mavis Staples & Pusha T),Humanz (Deluxe),2017,Gorillaz,Pusha T,14,26,0,175813,55,0.607,0.785,1,-5.955,0,0.258,0.211,3.34E-06,0.915,0.517,81.087,audio_features,44PelqgstAM0lb8rHPKfHq,spotify:track:44PelqgstAM0lb8rHPKfHq,https://api.spotify.com/v1/tracks/44PelqgstAM0lb8rHPKfHq,https://api.spotify.com/v1/audio-analysis/44PelqgstAM0lb8rHPKfHq,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Interlude: Penthouse,Humanz (Deluxe),2017,Gorillaz,,15,26,0,11667,0,0,0.688,1,-13.619,1,0,0.621,0.0177,0.438,0,0,audio_features,5Qb7Xzno6RrmIKEAybLBOW,spotify:track:5Qb7Xzno6RrmIKEAybLBOW,https://api.spotify.com/v1/tracks/5Qb7Xzno6RrmIKEAybLBOW,https://api.spotify.com/v1/audio-analysis/5Qb7Xzno6RrmIKEAybLBOW,0,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Sex Murder Party (feat. Jamie Principle & Zebra Katz),Humanz (Deluxe),2017,Gorillaz,Zebra Katz,16,26,1,259253,45,0.677,0.78,7,-8.662,1,0.0676,0.000135,0.301,0.111,0.567,120.122,audio_features,0rOP1naZV8zL7ahMNTDXhL,spotify:track:0rOP1naZV8zL7ahMNTDXhL,https://api.spotify.com/v1/tracks/0rOP1naZV8zL7ahMNTDXhL,https://api.spotify.com/v1/audio-analysis/0rOP1naZV8zL7ahMNTDXhL,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
She's My Collar (feat. Kali Uchis),Humanz (Deluxe),2017,Gorillaz,Kali Uchis,17,26,0,209560,66,0.726,0.815,11,-5.886,1,0.0313,0.00799,0.081,0.112,0.462,140.158,audio_features,3lIxtCaROdRDuTnNBDm3n2,spotify:track:3lIxtCaROdRDuTnNBDm3n2,https://api.spotify.com/v1/tracks/3lIxtCaROdRDuTnNBDm3n2,https://api.spotify.com/v1/audio-analysis/3lIxtCaROdRDuTnNBDm3n2,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Interlude: The Elephant,Humanz (Deluxe),2017,Gorillaz,,18,26,0,11680,0,0,0.576,3,-15.845,1,0,0.589,0.678,0.588,0,0,audio_features,0lFjKxkSIEMOVgTevxl67A,spotify:track:0lFjKxkSIEMOVgTevxl67A,https://api.spotify.com/v1/tracks/0lFjKxkSIEMOVgTevxl67A,https://api.spotify.com/v1/audio-analysis/0lFjKxkSIEMOVgTevxl67A,0,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Hallelujah Money (feat. Benjamin Clementine),Humanz (Deluxe),2017,Gorillaz,Benjamin Clementine,19,26,0,263107,44,0.399,0.522,7,-7.263,1,0.0325,0.0964,7.3E-05,0.431,0.29,162.136,audio_features,2lLowL0Kf5vQjRxfLt6c1T,spotify:track:2lLowL0Kf5vQjRxfLt6c1T,https://api.spotify.com/v1/tracks/2lLowL0Kf5vQjRxfLt6c1T,https://api.spotify.com/v1/audio-analysis/2lLowL0Kf5vQjRxfLt6c1T,3,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
We Got the Power (feat. Jehnny Beth),Humanz (Deluxe),2017,Gorillaz,Jehnny Beth,20,26,0,139560,53,0.507,0.985,0,-2.392,1,0.153,0.228,3.31E-05,0.19,0.394,150.059,audio_features,7hQ0ojbeqicGhw0wdUVeaN,spotify:track:7hQ0ojbeqicGhw0wdUVeaN,https://api.spotify.com/v1/tracks/7hQ0ojbeqicGhw0wdUVeaN,https://api.spotify.com/v1/audio-analysis/7hQ0ojbeqicGhw0wdUVeaN,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Interlude: New World,Humanz (Deluxe),2017,Gorillaz,,21,26,0,81987,41,0.523,0.742,5,-6.247,0,0.0396,0.0149,1.5E-06,0.0993,0.12,97.125,audio_features,10KESL0iGcPxhB3ExT3p0D,spotify:track:10KESL0iGcPxhB3ExT3p0D,https://api.spotify.com/v1/tracks/10KESL0iGcPxhB3ExT3p0D,https://api.spotify.com/v1/audio-analysis/10KESL0iGcPxhB3ExT3p0D,3,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
"The Apprentice (feat. Rag'n'Bone Man, Zebra Katz & RAY BLK)",Humanz (Deluxe),2017,Gorillaz,RAY BLK,22,26,1,234933,54,0.446,0.648,11,-6.773,0,0.3,0.182,1.13E-05,0.348,0.696,86.021,audio_features,67fRHOlaYQQFG67D9DkdnW,spotify:track:67fRHOlaYQQFG67D9DkdnW,https://api.spotify.com/v1/tracks/67fRHOlaYQQFG67D9DkdnW,https://api.spotify.com/v1/audio-analysis/67fRHOlaYQQFG67D9DkdnW,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Halfway to the Halfway House (Feat. Peven Everett),Humanz (Deluxe),2017,Gorillaz,Peven Everett,23,26,0,237240,43,0.335,0.73,7,-7.044,1,0.0608,0.0143,0,0.266,0.218,114.874,audio_features,7kjDZASDLVImDDBjuf6iuA,spotify:track:7kjDZASDLVImDDBjuf6iuA,https://api.spotify.com/v1/tracks/7kjDZASDLVImDDBjuf6iuA,https://api.spotify.com/v1/audio-analysis/7kjDZASDLVImDDBjuf6iuA,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
"Out of Body (feat. Kilo Kish, Zebra Katz & Imani Vonshà)",Humanz (Deluxe),2017,Gorillaz,Zebra Katz,24,26,0,224480,52,0.779,0.585,7,-10.363,1,0.108,0.012,0.0163,0.106,0.624,120.08,audio_features,1venpPIzDTmjPBSVsM1IhB,spotify:track:1venpPIzDTmjPBSVsM1IhB,https://api.spotify.com/v1/tracks/1venpPIzDTmjPBSVsM1IhB,https://api.spotify.com/v1/audio-analysis/1venpPIzDTmjPBSVsM1IhB,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Ticker Tape (feat. Carly Simon & Kali Uchis),Humanz (Deluxe),2017,Gorillaz,Kali Uchis,25,26,0,268587,54,0.696,0.484,7,-10.555,1,0.0557,0.242,0.00086,0.375,0.517,136.091,audio_features,46LDfGrOIJF85wfRZLrfbM,spotify:track:46LDfGrOIJF85wfRZLrfbM,https://api.spotify.com/v1/tracks/46LDfGrOIJF85wfRZLrfbM,https://api.spotify.com/v1/audio-analysis/46LDfGrOIJF85wfRZLrfbM,4,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Circle of Friendz (feat. Brandon Markell Holmes),Humanz (Deluxe),2017,Gorillaz,Brandon Markell Holmes,26,26,0,129187,41,0.195,0.744,9,-8.431,0,0.0863,0.801,8.01E-05,0.378,0.474,145.944,audio_features,3A3gLRqz44irUJIt0Ru7TT,spotify:track:3A3gLRqz44irUJIt0Ru7TT,https://api.spotify.com/v1/tracks/3A3gLRqz44irUJIt0Ru7TT,https://api.spotify.com/v1/audio-analysis/3A3gLRqz44irUJIt0Ru7TT,3,https://i.scdn.co/image/ab67616d0000b273a5952c0e2e649f588603b743
Intro,Demon Days,2005,Gorillaz,,1,15,0,67133,50,0.259,0.651,10,-14.651,1,0.0589,0.86,0.98,0.165,0.656,134.972,audio_features,2zavoMfVVPJMikH57fd8yK,spotify:track:2zavoMfVVPJMikH57fd8yK,https://api.spotify.com/v1/tracks/2zavoMfVVPJMikH57fd8yK,https://api.spotify.com/v1/audio-analysis/2zavoMfVVPJMikH57fd8yK,4,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf
Last Living Souls,Demon Days,2005,Gorillaz,,2,15,0,195400,56,0.849,0.536,9,-5.596,0,0.0582,0.0283,0.45,0.0659,0.89,137.068,audio_features,7JzmCjvB6bk48JghLyrg8N,spotify:track:7JzmCjvB6bk48JghLyrg8N,https://api.spotify.com/v1/tracks/7JzmCjvB6bk48JghLyrg8N,https://api.spotify.com/v1/audio-analysis/7JzmCjvB6bk48JghLyrg8N,4,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf
Kids with Guns,Demon Days,2005,Gorillaz,,3,15,0,225773,66,0.838,0.475,4,-5.505,0,0.036,0.000417,0.714,0.226,0.711,106.217,audio_features,0eEgMbSzOHmkOeVuNC3E0k,spotify:track:0eEgMbSzOHmkOeVuNC3E0k,https://api.spotify.com/v1/tracks/0eEgMbSzOHmkOeVuNC3E0k,https://api.spotify.com/v1/audio-analysis/0eEgMbSzOHmkOeVuNC3E0k,4,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf
